"seq","stdDay","gubun","gubunCn","gubunEn","deathCnt","incDec","isolClearCnt","qurRate","defCnt","isolIngCnt","overFlowCnt","localOccCnt","createDt","updateDt"
16355,"2022년 04월 16일 00시",광주,光州,Gwangju,493,4095,,"32361",466514,,3,4092,"2022-04-16 09:26:45.297",null
16356,"2022년 04월 16일 00시",대전,大田,Daejeon,564,3836,,"30671",445413,,,3836,"2022-04-16 09:26:45.297",null
16357,"2022년 04월 16일 00시",울산,蔚山,Ulsan,313,2147,,"29600",331987,,,2147,"2022-04-16 09:26:45.298",null
16358,"2022년 04월 16일 00시",세종,世宗,Sejong,31,946,,"32830",122092,,,946,"2022-04-16 09:26:45.298",null
16359,"2022년 04월 16일 00시",경기,京畿,Gyeonggi-do,5401,27481,,"32918",4465531,,1,27480,"2022-04-16 09:26:45.298",null
16360,"2022년 04월 16일 00시",강원,江原,Gangwon-do,665,3964,,"28729",442000,,1,3963,"2022-04-16 09:26:45.298",null
16361,"2022년 04월 16일 00시",충북,忠北,Chungcheongbuk-do,612,4151,,"30289",483847,,2,4149,"2022-04-16 09:26:45.299",null
16362,"2022년 04월 16일 00시",충남,忠南,Chungcheongnam-do,797,5274,,"29442",623951,,,5274,"2022-04-16 09:26:45.299",null
16363,"2022년 04월 16일 00시",전북,全北,Jeollabuk-do,740,4572,,"28878",516003,,3,4569,"2022-04-16 09:26:45.299",null
16364,"2022년 04월 16일 00시",전남,全南,Jeollanam-do,332,4971,,"27759",508761,,3,4968,"2022-04-16 09:26:45.299",null
16365,"2022년 04월 16일 00시",경북,庆北,Gyeongsangbuk-do,1105,6158,,"24813",651751,,6,6152,"2022-04-16 09:26:45.299",null
16366,"2022년 04월 16일 00시",경남,庆南,Gyeongsangnam-do,1058,6354,,"29306",971262,,3,6351,"2022-04-16 09:26:45.3",null
16367,"2022년 04월 16일 00시",제주,济州,Jeju,150,1619,,"30719",207893,,,1619,"2022-04-16 09:26:45.3",null
16368,"2022년 04월 16일 00시",검역,隔離區,Lazaretto,16,8,,-,10889,,8,,"2022-04-16 09:26:45.3",null
16369,"2022년 04월 17일 00시",합계,合计,Total,21092,93001,,"31577",16305752,,18,92983,"2022-04-17 09:23:32.943",null
16370,"2022년 04월 17일 00시",서울,首尔,Seoul,4329,14805,,"35017",3329937,,,14805,"2022-04-17 09:23:32.944",null
16371,"2022년 04월 17일 00시",부산,釜山,Busan,1922,3375,,"30261",1013861,,,3375,"2022-04-17 09:23:32.944",null
16372,"2022년 04월 17일 00시",대구,大邱,Daegu,1176,4210,,"27786",662820,,,4210,"2022-04-17 09:23:32.944",null
16373,"2022년 04월 17일 00시",인천,仁川,Incheon,1244,4874,,"33425",985503,,,4874,"2022-04-17 09:23:32.944",null
16374,"2022년 04월 17일 00시",광주,光州,Gwangju,498,3561,,"32608",470075,,2,3559,"2022-04-17 09:23:32.945",null
16375,"2022년 04월 17일 00시",대전,大田,Daejeon,574,3558,,"30916",448971,,,3558,"2022-04-17 09:23:32.945",null
16376,"2022년 04월 17일 00시",울산,蔚山,Ulsan,313,2018,,"29780",334005,,,2018,"2022-04-17 09:23:32.945",null
16377,"2022년 04월 17일 00시",세종,世宗,Sejong,31,755,,"33033",122847,,,755,"2022-04-17 09:23:32.945",null
16378,"2022년 04월 17일 00시",경기,京畿,Gyeonggi-do,5442,23118,,"33089",4488649,,1,23117,"2022-04-17 09:23:32.946",null
16379,"2022년 04월 17일 00시",강원,江原,Gangwon-do,683,3113,,"28932",445113,,,3113,"2022-04-17 09:23:32.946",null
16380,"2022년 04월 17일 00시",충북,忠北,Chungcheongbuk-do,617,3561,,"30512",487408,,3,3558,"2022-04-17 09:23:32.946",null
16381,"2022년 04월 17일 00시",충남,忠南,Chungcheongnam-do,802,5452,,"29699",629403,,1,5451,"2022-04-17 09:23:32.946",null
16382,"2022년 04월 17일 00시",전북,全北,Jeollabuk-do,762,4158,,"29110",520161,,,4158,"2022-04-17 09:23:32.946",null
16383,"2022년 04월 17일 00시",전남,全南,Jeollanam-do,343,4396,,"27998",513157,,1,4395,"2022-04-17 09:23:32.947",null
16384,"2022년 04월 17일 00시",경북,庆北,Gyeongsangbuk-do,1120,5053,,"25006",656804,,,5053,"2022-04-17 09:23:32.947",null
16385,"2022년 04월 17일 00시",경남,庆南,Gyeongsangnam-do,1067,5516,,"29473",976778,,,5516,"2022-04-17 09:23:32.947",null
16386,"2022년 04월 17일 00시",제주,济州,Jeju,153,1468,,"30936",209361,,,1468,"2022-04-17 09:23:32.947",null
16387,"2022년 04월 17일 00시",검역,隔離區,Lazaretto,16,10,,-,10899,,10,,"2022-04-17 09:23:32.947",null
16388,"2022년 04월 18일 00시",합계,合计,Total,21224,47743,,"31669",16353495,,14,47729,"2022-04-18 08:59:42.681",null
16389,"2022년 04월 18일 00시",서울,首尔,Seoul,4353,7345,,"35094",3337282,,,7345,"2022-04-18 08:59:42.681",null
16390,"2022년 04월 18일 00시",부산,釜山,Busan,1932,1351,,"30301",1015212,,,1351,"2022-04-18 08:59:42.681",null
16391,"2022년 04월 18일 00시",대구,大邱,Daegu,1187,1626,,"27855",664446,,,1626,"2022-04-18 08:59:42.682",null
16392,"2022년 04월 18일 00시",인천,仁川,Incheon,1253,2487,,"33510",987990,,,2487,"2022-04-18 08:59:42.682",null
16393,"2022년 04월 18일 00시",광주,光州,Gwangju,501,1950,,"32743",472025,,1,1949,"2022-04-18 08:59:42.682",null
16394,"2022년 04월 18일 00시",대전,大田,Daejeon,577,1736,,"31035",450707,,1,1735,"2022-04-18 08:59:42.682",null
16395,"2022년 04월 18일 00시",울산,蔚山,Ulsan,315,932,,"29863",334937,,,932,"2022-04-18 08:59:42.683",null
16396,"2022년 04월 18일 00시",세종,世宗,Sejong,31,474,,"33160",123321,,,474,"2022-04-18 08:59:42.683",null
16397,"2022년 04월 18일 00시",경기,京畿,Gyeonggi-do,5472,13926,,"33191",4502575,,,13926,"2022-04-18 08:59:42.683",null
16398,"2022년 04월 18일 00시",강원,江原,Gangwon-do,689,1851,,"29052",446964,,,1851,"2022-04-18 08:59:42.683",null
16399,"2022년 04월 18일 00시",충북,忠北,Chungcheongbuk-do,622,1451,,"30603",488859,,5,1446,"2022-04-18 08:59:42.684",null
16400,"2022년 04월 18일 00시",충남,忠南,Chungcheongnam-do,808,2404,,"29813",631807,,,2404,"2022-04-18 08:59:42.684",null
16401,"2022년 04월 18일 00시",전북,全北,Jeollabuk-do,764,2066,,"29226",522227,,,2066,"2022-04-18 08:59:42.684",null
16402,"2022년 04월 18일 00시",전남,全南,Jeollanam-do,347,2132,,"28115",515289,,,2132,"2022-04-18 08:59:42.684",null
16403,"2022년 04월 18일 00시",경북,庆北,Gyeongsangbuk-do,1131,2789,,"25112",659593,,,2789,"2022-04-18 08:59:42.684",null
16404,"2022년 04월 18일 00시",경남,庆南,Gyeongsangnam-do,1073,2364,,"29544",979142,,1,2363,"2022-04-18 08:59:42.685",null
16405,"2022년 04월 18일 00시",제주,济州,Jeju,153,853,,"31062",210214,,,853,"2022-04-18 08:59:42.685",null
16406,"2022년 04월 18일 00시",검역,隔離區,Lazaretto,16,6,,-,10905,,6,,"2022-04-18 08:59:42.685",null
16407,"2022년 04월 19일 00시",합계,合计,Total,21354,118504,,"31898",16471940,,20,118484,"2022-04-19 09:03:42.32",null
16408,"2022년 04월 19일 00시",서울,首尔,Seoul,4372,21819,,"35324",3359097,,,21819,"2022-04-19 09:03:42.321",null
16409,"2022년 04월 19일 00시",부산,釜山,Busan,1939,5384,,"30462",1020588,,,5384,"2022-04-19 09:03:42.321",null
16410,"2022년 04월 19일 00시",대구,大邱,Daegu,1194,6502,,"28127",670946,,,6502,"2022-04-19 09:03:42.321",null
16411,"2022년 04월 19일 00시",인천,仁川,Incheon,1259,6668,,"33736",994658,,,6668,"2022-04-19 09:03:42.321",null
16412,"2022년 04월 19일 00시",광주,光州,Gwangju,504,3020,,"32952",475042,,1,3019,"2022-04-19 09:03:42.322",null
16413,"2022년 04월 19일 00시",대전,大田,Daejeon,586,3474,,"31274",454181,,,3474,"2022-04-19 09:03:42.322",null
16414,"2022년 04월 19일 00시",울산,蔚山,Ulsan,315,2387,,"30075",337321,,,2387,"2022-04-19 09:03:42.322",null
16415,"2022년 04월 19일 00시",세종,世宗,Sejong,33,1089,,"33453",124410,,,1089,"2022-04-19 09:03:42.322",null
16416,"2022년 04월 19일 00시",경기,京畿,Gyeonggi-do,5497,29671,,"33410",4532233,,,29671,"2022-04-19 09:03:42.323",null
16417,"2022년 04월 19일 00시",강원,江原,Gangwon-do,695,4432,,"29340",451394,,,4432,"2022-04-19 09:03:42.323",null
16418,"2022년 04월 19일 00시",충북,忠北,Chungcheongbuk-do,629,4375,,"30876",493227,,4,4371,"2022-04-19 09:03:42.323",null
16419,"2022년 04월 19일 00시",충남,忠南,Chungcheongnam-do,820,5471,,"30070",637265,,1,5470,"2022-04-19 09:03:42.324",null
16420,"2022년 04월 19일 00시",전북,全北,Jeollabuk-do,770,4972,,"29504",527197,,1,4971,"2022-04-19 09:03:42.324",null
16421,"2022년 04월 19일 00시",전남,全南,Jeollanam-do,351,5081,,"28392",520368,,,5081,"2022-04-19 09:03:42.324",null
16422,"2022년 04월 19일 00시",경북,庆北,Gyeongsangbuk-do,1140,5833,,"25334",665426,,2,5831,"2022-04-19 09:03:42.324",null
16423,"2022년 04월 19일 00시",경남,庆南,Gyeongsangnam-do,1081,7107,,"29758",986249,,5,7102,"2022-04-19 09:03:42.324",null
16424,"2022년 04월 19일 00시",제주,济州,Jeju,153,1213,,"31241",211427,,,1213,"2022-04-19 09:03:42.325",null
16425,"2022년 04월 19일 00시",검역,隔離區,Lazaretto,16,6,,-,10911,,6,,"2022-04-19 09:03:42.325",null
16426,"2022년 04월 20일 00시",합계,合计,Total,21520,111319,,"32114",16583220,,17,111302,"2022-04-20 09:08:34.423",null
16427,"2022년 04월 20일 00시",서울,首尔,Seoul,4398,18322,,"35516",3377399,,,18322,"2022-04-20 09:08:34.424",null
16428,"2022년 04월 20일 00시",부산,釜山,Busan,1950,3751,,"30574",1024337,,,3751,"2022-04-20 09:08:34.424",null
16429,"2022년 04월 20일 00시",대구,大邱,Daegu,1203,5014,,"28337",675960,,,5014,"2022-04-20 09:08:34.424",null
16430,"2022년 04월 20일 00시",인천,仁川,Incheon,1267,5435,,"33920",1000093,,,5435,"2022-04-20 09:08:34.425",null
16431,"2022년 04월 20일 00시",광주,光州,Gwangju,507,4071,,"33235",479113,,1,4070,"2022-04-20 09:08:34.425",null
16432,"2022년 04월 20일 00시",대전,大田,Daejeon,590,3891,,"31542",458072,,,3891,"2022-04-20 09:08:34.425",null
16433,"2022년 04월 20일 00시",울산,蔚山,Ulsan,317,2501,,"30298",339820,,,2501,"2022-04-20 09:08:34.426",null
16434,"2022년 04월 20일 00시",세종,世宗,Sejong,34,1069,,"33740",125478,,,1069,"2022-04-20 09:08:34.426",null
16435,"2022년 04월 20일 00시",경기,京畿,Gyeonggi-do,5544,28560,,"33621",4560783,,3,28557,"2022-04-20 09:08:34.426",null
16436,"2022년 04월 20일 00시",강원,江原,Gangwon-do,700,4498,,"29632",455890,,,4498,"2022-04-20 09:08:34.427",null
16437,"2022년 04월 20일 00시",충북,忠北,Chungcheongbuk-do,639,4273,,"31144",497500,,5,4268,"2022-04-20 09:08:34.427",null
16438,"2022년 04월 20일 00시",충남,忠南,Chungcheongnam-do,826,5244,,"30318",642509,,,5244,"2022-04-20 09:08:34.427",null
16439,"2022년 04월 20일 00시",전북,全北,Jeollabuk-do,776,4833,,"29775",532030,,2,4831,"2022-04-20 09:08:34.427",null
16440,"2022년 04월 20일 00시",전남,全南,Jeollanam-do,354,4932,,"28661",525300,,,4932,"2022-04-20 09:08:34.428",null
16441,"2022년 04월 20일 00시",경북,庆北,Gyeongsangbuk-do,1150,7190,,"25608",672616,,3,7187,"2022-04-20 09:08:34.428",null
16442,"2022년 04월 20일 00시",경남,庆南,Gyeongsangnam-do,1096,6335,,"29950",992582,,1,6334,"2022-04-20 09:08:34.428",null
16443,"2022년 04월 20일 00시",제주,济州,Jeju,153,1398,,"31448",212825,,,1398,"2022-04-20 09:08:34.428",null
16444,"2022년 04월 20일 00시",검역,隔離區,Lazaretto,16,2,,-,10913,,2,,"2022-04-20 09:08:34.429",null
16445,"2022년 04월 21일 00시",합계,合计,Total,21667,90867,,"32290",16674045,,31,90836,"2022-04-21 09:06:18.618",null
16446,"2022년 04월 21일 00시",서울,首尔,Seoul,4422,15192,,"35676",3392583,,,15192,"2022-04-21 09:06:18.618",null
16447,"2022년 04월 21일 00시",부산,釜山,Busan,1969,3539,,"30679",1027875,,,3539,"2022-04-21 09:06:18.618",null
16448,"2022년 04월 21일 00시",대구,大邱,Daegu,1211,4203,,"28513",680160,,,4203,"2022-04-21 09:06:18.619",null
16449,"2022년 04월 21일 00시",인천,仁川,Incheon,1271,4667,,"34078",1004759,,,4667,"2022-04-21 09:06:18.619",null
16450,"2022년 04월 21일 00시",광주,光州,Gwangju,510,3176,,"33455",482289,,,3176,"2022-04-21 09:06:18.619",null
16451,"2022년 04월 21일 00시",대전,大田,Daejeon,594,3005,,"31749",461077,,1,3004,"2022-04-21 09:06:18.619",null
16452,"2022년 04월 21일 00시",울산,蔚山,Ulsan,319,1946,,"30471",341763,,1,1945,"2022-04-21 09:06:18.62",null
16453,"2022년 04월 21일 00시",세종,世宗,Sejong,34,795,,"33954",126273,,,795,"2022-04-21 09:06:18.62",null
16454,"2022년 04월 21일 00시",경기,京畿,Gyeonggi-do,5571,22620,,"33787",4583391,,,22620,"2022-04-21 09:06:18.62",null
16455,"2022년 04월 21일 00시",강원,江原,Gangwon-do,713,3420,,"29854",459309,,,3420,"2022-04-21 09:06:18.62",null
16456,"2022년 04월 21일 00시",충북,忠北,Chungcheongbuk-do,645,3509,,"31363",501007,,2,3507,"2022-04-21 09:06:18.621",null
16457,"2022년 04월 21일 00시",충남,忠南,Chungcheongnam-do,831,4378,,"30524",646885,,,4378,"2022-04-21 09:06:18.621",null
16458,"2022년 04월 21일 00시",전북,全北,Jeollabuk-do,779,3900,,"29993",535925,,2,3898,"2022-04-21 09:06:18.621",null
16459,"2022년 04월 21일 00시",전남,全南,Jeollanam-do,358,3975,,"28878",529274,,1,3974,"2022-04-21 09:06:18.621",null
16460,"2022년 04월 21일 00시",경북,庆北,Gyeongsangbuk-do,1160,5661,,"25823",678277,,1,5660,"2022-04-21 09:06:18.621",null
16461,"2022년 04월 21일 00시",경남,庆南,Gyeongsangnam-do,1109,5573,,"30118",998152,,,5573,"2022-04-21 09:06:18.622",null
16462,"2022년 04월 21일 00시",제주,济州,Jeju,155,1285,,"31638",214110,,,1285,"2022-04-21 09:06:18.622",null
16463,"2022년 04월 21일 00시",검역,隔離區,Lazaretto,16,23,,-,10936,,23,,"2022-04-21 09:06:18.622",null
16464,"2022년 04월 22일 00시",합계,合计,Total,21873,81058,,"32447",16755055,,15,81043,"2022-04-22 09:07:01.347",null
16465,"2022년 04월 22일 00시",서울,首尔,Seoul,4454,13191,,"35814",3405751,,,13191,"2022-04-22 09:07:01.347",null
16466,"2022년 04월 22일 00시",부산,釜山,Busan,1988,3130,,"30773",1031003,,,3130,"2022-04-22 09:07:01.347",null
16467,"2022년 04월 22일 00시",대구,大邱,Daegu,1221,4030,,"28682",684190,,,4030,"2022-04-22 09:07:01.348",null
16468,"2022년 04월 22일 00시",인천,仁川,Incheon,1285,4098,,"34217",1008857,,,4098,"2022-04-22 09:07:01.348",null
16469,"2022년 04월 22일 00시",광주,光州,Gwangju,510,2807,,"33650",485096,,1,2806,"2022-04-22 09:07:01.348",null
16470,"2022년 04월 22일 00시",대전,大田,Daejeon,598,2859,,"31946",463936,,,2859,"2022-04-22 09:07:01.348",null
16471,"2022년 04월 22일 00시",울산,蔚山,Ulsan,320,1852,,"30636",343611,,,1852,"2022-04-22 09:07:01.348",null
16472,"2022년 04월 22일 00시",세종,世宗,Sejong,34,570,,"34107",126843,,,570,"2022-04-22 09:07:01.349",null
16473,"2022년 04월 22일 00시",경기,京畿,Gyeonggi-do,5636,20431,,"33938",4603813,,,20431,"2022-04-22 09:07:01.349",null
16474,"2022년 04월 22일 00시",강원,江原,Gangwon-do,722,3169,,"30060",462475,,,3169,"2022-04-22 09:07:01.349",null
16475,"2022년 04월 22일 00시",충북,忠北,Chungcheongbuk-do,648,3059,,"31555",504063,,5,3054,"2022-04-22 09:07:01.349",null
16476,"2022년 04월 22일 00시",충남,忠南,Chungcheongnam-do,841,3845,,"30706",650730,,,3845,"2022-04-22 09:07:01.35",null
16477,"2022년 04월 22일 00시",전북,全北,Jeollabuk-do,785,3349,,"30180",539271,,2,3347,"2022-04-22 09:07:01.35",null
16478,"2022년 04월 22일 00시",전남,全南,Jeollanam-do,365,3828,,"29087",533102,,2,3826,"2022-04-22 09:07:01.35",null
16479,"2022년 04월 22일 00시",경북,庆北,Gyeongsangbuk-do,1173,5022,,"26014",683299,,1,5021,"2022-04-22 09:07:01.35",null
16480,"2022년 04월 22일 00시",경남,庆南,Gyeongsangnam-do,1121,4625,,"30257",1002777,,,4625,"2022-04-22 09:07:01.35",null
16481,"2022년 04월 22일 00시",제주,济州,Jeju,156,1189,,"31813",215298,,,1189,"2022-04-22 09:07:01.351",null
16482,"2022년 04월 22일 00시",검역,隔離區,Lazaretto,16,4,,-,10940,,4,,"2022-04-22 09:07:01.351",null
16483,"2022년 04월 23일 00시",합계,合计,Total,22024,75449,,"32593",16830469,,29,75420,"2022-04-23 08:56:30.105",null
16484,"2022년 04월 23일 00시",서울,首尔,Seoul,4470,12352,,"35944",3418098,,,12352,"2022-04-23 08:56:30.106",null
16485,"2022년 04월 23일 00시",부산,釜山,Busan,1991,3123,,"30866",1034123,,,3123,"2022-04-23 08:56:30.106",null
16486,"2022년 04월 23일 00시",대구,大邱,Daegu,1231,3966,,"28849",688156,,,3966,"2022-04-23 08:56:30.106",null
16487,"2022년 04월 23일 00시",인천,仁川,Incheon,1300,3674,,"34342",1012531,,,3674,"2022-04-23 08:56:30.106",null
16488,"2022년 04월 23일 00시",광주,光州,Gwangju,516,2826,,"33845",487920,,3,2823,"2022-04-23 08:56:30.107",null
16489,"2022년 04월 23일 00시",대전,大田,Daejeon,604,2665,,"32129",466594,,,2665,"2022-04-23 08:56:30.107",null
16490,"2022년 04월 23일 00시",울산,蔚山,Ulsan,320,1740,,"30791",345351,,,1740,"2022-04-23 08:56:30.107",null
16491,"2022년 04월 23일 00시",세종,世宗,Sejong,34,626,,"34276",127469,,,626,"2022-04-23 08:56:30.107",null
16492,"2022년 04월 23일 00시",경기,京畿,Gyeonggi-do,5673,18441,,"34074",4622244,,,18441,"2022-04-23 08:56:30.107",null
16493,"2022년 04월 23일 00시",강원,江原,Gangwon-do,733,2797,,"30242",465270,,,2797,"2022-04-23 08:56:30.108",null
16494,"2022년 04월 23일 00시",충북,忠北,Chungcheongbuk-do,652,2732,,"31726",506793,,4,2728,"2022-04-23 08:56:30.108",null
16495,"2022년 04월 23일 00시",충남,忠南,Chungcheongnam-do,850,3875,,"30888",654603,,1,3874,"2022-04-23 08:56:30.108",null
16496,"2022년 04월 23일 00시",전북,全北,Jeollabuk-do,794,3297,,"30364",542568,,,3297,"2022-04-23 08:56:30.108",null
16497,"2022년 04월 23일 00시",전남,全南,Jeollanam-do,370,3558,,"29281",536658,,1,3557,"2022-04-23 08:56:30.108",null
16498,"2022년 04월 23일 00시",경북,庆北,Gyeongsangbuk-do,1188,4433,,"26183",687732,,3,4430,"2022-04-23 08:56:30.109",null
16499,"2022년 04월 23일 00시",경남,庆南,Gyeongsangnam-do,1125,4310,,"30387",1007087,,5,4305,"2022-04-23 08:56:30.109",null
16500,"2022년 04월 23일 00시",제주,济州,Jeju,157,1022,,"31964",216320,,,1022,"2022-04-23 08:56:30.109",null
16501,"2022년 04월 23일 00시",검역,隔離區,Lazaretto,16,12,,-,10952,,12,,"2022-04-23 08:56:30.109",null
16502,"2022년 04월 24일 00시",합계,合计,Total,22133,64725,,"32718",16895194,,36,64689,"2022-04-24 08:44:37.033",null
16503,"2022년 04월 24일 00시",서울,首尔,Seoul,4488,10377,,"36053",3428475,,2,10375,"2022-04-24 08:44:37.033",null
16504,"2022년 04월 24일 00시",부산,釜山,Busan,1994,2679,,"30946",1036802,,,2679,"2022-04-24 08:44:37.033",null
16505,"2022년 04월 24일 00시",대구,大邱,Daegu,1236,3399,,"28991",691555,,,3399,"2022-04-24 08:44:37.033",null
16506,"2022년 04월 24일 00시",인천,仁川,Incheon,1306,3319,,"34455",1015850,,3,3316,"2022-04-24 08:44:37.033",null
16507,"2022년 04월 24일 00시",광주,光州,Gwangju,518,2373,,"34010",490293,,2,2371,"2022-04-24 08:44:37.034",null
16508,"2022년 04월 24일 00시",대전,大田,Daejeon,609,2297,,"32287",468891,,5,2292,"2022-04-24 08:44:37.034",null
16509,"2022년 04월 24일 00시",울산,蔚山,Ulsan,322,1689,,"30942",347040,,,1689,"2022-04-24 08:44:37.034",null
16510,"2022년 04월 24일 00시",세종,世宗,Sejong,34,386,,"34379",127855,,,386,"2022-04-24 08:44:37.034",null
16511,"2022년 04월 24일 00시",경기,京畿,Gyeonggi-do,5706,15249,,"34186",4637493,,,15249,"2022-04-24 08:44:37.035",null
16512,"2022년 04월 24일 00시",강원,江原,Gangwon-do,740,2265,,"30389",467535,,,2265,"2022-04-24 08:44:37.035",null
16513,"2022년 04월 24일 00시",충북,忠北,Chungcheongbuk-do,656,2623,,"31890",509416,,4,2619,"2022-04-24 08:44:37.035",null
16514,"2022년 04월 24일 00시",충남,忠南,Chungcheongnam-do,852,3009,,"31030",657612,,,3009,"2022-04-24 08:44:37.035",null
16515,"2022년 04월 24일 00시",전북,全北,Jeollabuk-do,795,2975,,"30531",545543,,1,2974,"2022-04-24 08:44:37.036",null
16516,"2022년 04월 24일 00시",전남,全南,Jeollanam-do,375,3171,,"29454",539829,,,3171,"2022-04-24 08:44:37.036",null
16517,"2022년 04월 24일 00시",경북,庆北,Gyeongsangbuk-do,1199,4047,,"26337",691779,,8,4039,"2022-04-24 08:44:37.036",null
16518,"2022년 04월 24일 00시",경남,庆南,Gyeongsangnam-do,1130,3867,,"30504",1010954,,5,3862,"2022-04-24 08:44:37.036",null
16519,"2022년 04월 24일 00시",제주,济州,Jeju,157,994,,"32111",217314,,,994,"2022-04-24 08:44:37.036",null
16520,"2022년 04월 24일 00시",검역,隔離區,Lazaretto,16,6,,-,10958,,6,,"2022-04-24 08:44:37.037",null
16521,"2022년 04월 25일 00시",합계,合计,Total,22243,34370,,"32785",16929564,,31,34339,"2022-04-25 09:01:16.44",null
16522,"2022년 04월 25일 00시",서울,首尔,Seoul,4504,4763,,"36103",3433238,,,4763,"2022-04-25 09:01:16.441",null
16523,"2022년 04월 25일 00시",부산,釜山,Busan,2002,1072,,"30978",1037874,,,1072,"2022-04-25 09:01:16.441",null
16524,"2022년 04월 25일 00시",대구,大邱,Daegu,1243,1422,,"29051",692977,,,1422,"2022-04-25 09:01:16.441",null
16525,"2022년 04월 25일 00시",인천,仁川,Incheon,1312,1656,,"34511",1017506,,2,1654,"2022-04-25 09:01:16.441",null
16526,"2022년 04월 25일 00시",광주,光州,Gwangju,520,1677,,"34126",491970,,1,1676,"2022-04-25 09:01:16.442",null
16527,"2022년 04월 25일 00시",대전,大田,Daejeon,612,1424,,"32385",470315,,,1424,"2022-04-25 09:01:16.442",null
16528,"2022년 04월 25일 00시",울산,蔚山,Ulsan,322,689,,"31003",347729,,,689,"2022-04-25 09:01:16.442",null
16529,"2022년 04월 25일 00시",세종,世宗,Sejong,34,416,,"34491",128271,,,416,"2022-04-25 09:01:16.442",null
16530,"2022년 04월 25일 00시",경기,京畿,Gyeonggi-do,5736,9058,,"34253",4646551,,,9058,"2022-04-25 09:01:16.442",null
16531,"2022년 04월 25일 00시",강원,江原,Gangwon-do,746,1280,,"30472",468815,,,1280,"2022-04-25 09:01:16.443",null
16532,"2022년 04월 25일 00시",충북,忠北,Chungcheongbuk-do,660,1202,,"31965",510618,,6,1196,"2022-04-25 09:01:16.443",null
16533,"2022년 04월 25일 00시",충남,忠南,Chungcheongnam-do,859,1534,,"31103",659146,,,1534,"2022-04-25 09:01:16.443",null
16534,"2022년 04월 25일 00시",전북,全北,Jeollabuk-do,803,1427,,"30611",546970,,,1427,"2022-04-25 09:01:16.443",null
16535,"2022년 04월 25일 00시",전남,全南,Jeollanam-do,379,1788,,"29551",541617,,1,1787,"2022-04-25 09:01:16.444",null
16536,"2022년 04월 25일 00시",경북,庆北,Gyeongsangbuk-do,1203,2245,,"26423",694024,,3,2242,"2022-04-25 09:01:16.444",null
16537,"2022년 04월 25일 00시",경남,庆南,Gyeongsangnam-do,1134,1973,,"30563",1012927,,8,1965,"2022-04-25 09:01:16.444",null
16538,"2022년 04월 25일 00시",제주,济州,Jeju,158,734,,"32219",218048,,,734,"2022-04-25 09:01:16.444",null
16539,"2022년 04월 25일 00시",검역,隔離區,Lazaretto,16,10,,-,10968,,10,,"2022-04-25 09:01:16.445",null
16540,"2022년 04월 26일 00시",합계,合计,Total,22243,80361,,"32940",17009865,,16,80345,"2022-04-26 09:08:27.469",null
16541,"2022년 04월 26일 00시",서울,首尔,Seoul,4504,13560,,"36246",3446789,,1,13559,"2022-04-26 09:08:27.469",null
16542,"2022년 04월 26일 00시",부산,釜山,Busan,2002,4004,,"31097",1041873,,,4004,"2022-04-26 09:08:27.47",null
16543,"2022년 04월 26일 00시",대구,大邱,Daegu,1243,4904,,"29256",697880,,,4904,"2022-04-26 09:08:27.47",null
16544,"2022년 04월 26일 00시",인천,仁川,Incheon,1312,4282,,"34656",1021782,,,4282,"2022-04-26 09:08:27.47",null
16545,"2022년 04월 26일 00시",광주,光州,Gwangju,520,2197,,"34279",494167,,,2197,"2022-04-26 09:08:27.47",null
16546,"2022년 04월 26일 00시",대전,大田,Daejeon,612,2478,,"32556",472793,,1,2477,"2022-04-26 09:08:27.47",null
16547,"2022년 04월 26일 00시",울산,蔚山,Ulsan,322,1753,,"31159",349482,,,1753,"2022-04-26 09:08:27.471",null
16548,"2022년 04월 26일 00시",세종,世宗,Sejong,34,666,,"34670",128936,,,666,"2022-04-26 09:08:27.471",null
16549,"2022년 04월 26일 00시",경기,京畿,Gyeonggi-do,5736,19363,,"34395",4665892,,1,19362,"2022-04-26 09:08:27.471",null
16550,"2022년 04월 26일 00시",강원,江原,Gangwon-do,746,3015,,"30668",471830,,1,3014,"2022-04-26 09:08:27.471",null
16551,"2022년 04월 26일 00시",충북,忠北,Chungcheongbuk-do,660,2768,,"32138",513381,,1,2767,"2022-04-26 09:08:27.472",null
16552,"2022년 04월 26일 00시",충남,忠南,Chungcheongnam-do,859,3738,,"31279",662877,,,3738,"2022-04-26 09:08:27.472",null
16553,"2022년 04월 26일 00시",전북,全北,Jeollabuk-do,803,3515,,"30807",550483,,1,3514,"2022-04-26 09:08:27.472",null
16554,"2022년 04월 26일 00시",전남,全南,Jeollanam-do,379,3836,,"29760",545451,,,3836,"2022-04-26 09:08:27.472",null
16555,"2022년 04월 26일 00시",경북,庆北,Gyeongsangbuk-do,1203,4348,,"26588",698372,,1,4347,"2022-04-26 09:08:27.472",null
16556,"2022년 04월 26일 00시",경남,庆南,Gyeongsangnam-do,1134,5180,,"30720",1018107,,1,5179,"2022-04-26 09:08:27.473",null
16557,"2022년 04월 26일 00시",제주,济州,Jeju,158,746,,"32330",218794,,,746,"2022-04-26 09:08:27.473",null
16558,"2022년 04월 26일 00시",검역,隔離區,Lazaretto,16,8,,-,10976,,8,,"2022-04-26 09:08:27.473",null
